current_rest_link,rest_title,rest_rating,deal_name,deal_desc,full_menu_items_list,full_prices_list,full_discounts_list,full_pic_list
t3jg/shi-long-gao-xiong-ming-cheng-dian,石一籠 (高雄明誠店),4.7/5,NA,NA,蔥油餅,$ 40,NA,1
t3jg/shi-long-gao-xiong-ming-cheng-dian,石一籠 (高雄明誠店),4.7/5,NA,NA,米糕,$ 40,NA,1
m4mt/shi-long-fu-guo-dian,石一籠-富國店,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,小籠湯包,$ 76$ 80,$ 80,1
m4mt/shi-long-fu-guo-dian,石一籠-富國店,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,蝦餃,$ 76$ 80,$ 80,1
m4mt/shi-long-fu-guo-dian,石一籠-富國店,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,高麗菜煎餃,$ 74$ 78,$ 78,1
m4mt/shi-long-fu-guo-dian,石一籠-富國店,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,鮮蝦煎餃,$ 74$ 78,$ 78,1
m4mt/shi-long-fu-guo-dian,石一籠-富國店,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,原盅雞湯,$ 56$ 59,$ 59,1
m4mt/shi-long-fu-guo-dian,石一籠-富國店,4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,冬瓜排骨酥湯,$ 52$ 55,$ 55,1
a3wy/dong-fen-wang,冬粉王,4.7/5,NA,NA,綜合冬粉湯,$ 120,NA,0
a3wy/dong-fen-wang,冬粉王,4.7/5,NA,NA,豬肉冬粉湯,$ 80,NA,0
a3wy/dong-fen-wang,冬粉王,4.7/5,NA,NA,豬舌冬粉湯,$ 80,NA,1
a3wy/dong-fen-wang,冬粉王,4.7/5,NA,NA,鴨肉冬粉湯,$ 80,NA,0
a3wy/dong-fen-wang,冬粉王,4.7/5,NA,NA,乾冬粉,$ 50,NA,1
a3wy/dong-fen-wang,冬粉王,4.7/5,NA,NA,鴨肉切盤,$ 80,NA,1
x9xx/san-niu-niu-rou-mian,三牛牛肉麵,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Stewed Beef Noodles,from $ 225,NA,1
x9xx/san-niu-niu-rou-mian,三牛牛肉麵,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Braised Beef Noodles,from $ 170,NA,1
x9xx/san-niu-niu-rou-mian,三牛牛肉麵,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Braised Beef Noodles,from $ 245,NA,0
x9xx/san-niu-niu-rou-mian,三牛牛肉麵,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Stewed Beef Noodles,from $ 305,NA,0
x9xx/san-niu-niu-rou-mian,三牛牛肉麵,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Stewed Beef Noodles,from $ 240,NA,1
x9xx/san-niu-niu-rou-mian,三牛牛肉麵,4.7/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),Spicy Beef Tripe,$ 105,NA,1
b6wd/hua-rong-chao-fan,華榮炒飯,4.6/5,NA,NA,泰式塔香雞丁炒飯,from $ 125,NA,0
b6wd/hua-rong-chao-fan,華榮炒飯,4.6/5,NA,NA,揚州炒飯,from $ 125,NA,0
b6wd/hua-rong-chao-fan,華榮炒飯,4.6/5,NA,NA,黃金鮭魚炒飯,from $ 125,NA,1
b6wd/hua-rong-chao-fan,華榮炒飯,4.6/5,NA,NA,雞丁香腸炒飯,from $ 125,NA,0
b6wd/hua-rong-chao-fan,華榮炒飯,4.6/5,NA,NA,牛肉炒飯,from $ 110,NA,1
b6wd/hua-rong-chao-fan,華榮炒飯,4.6/5,NA,NA,日式炒烏龍,from $ 90,NA,0
wbhz/hong-bi-zi-zhu-jiao-gao-xiong-shi-quan-dian,紅鼻子豬腳 (高雄十全店),4.8/5,滿$250折$40,指定店家全館消費滿$250折$40,腿庫(蹄膀)便當,from $ 110,NA,1
wbhz/hong-bi-zi-zhu-jiao-gao-xiong-shi-quan-dian,紅鼻子豬腳 (高雄十全店),4.8/5,滿$250折$40,指定店家全館消費滿$250折$40,腱子肉(全瘦肉)便當,from $ 125,NA,1
wbhz/hong-bi-zi-zhu-jiao-gao-xiong-shi-quan-dian,紅鼻子豬腳 (高雄十全店),4.8/5,滿$250折$40,指定店家全館消費滿$250折$40,肉燥便當,from $ 75,NA,1
wbhz/hong-bi-zi-zhu-jiao-gao-xiong-shi-quan-dian,紅鼻子豬腳 (高雄十全店),4.8/5,滿$250折$40,指定店家全館消費滿$250折$40,嫩切腿庫肉(蹄膀),$ 80,NA,1
wbhz/hong-bi-zi-zhu-jiao-gao-xiong-shi-quan-dian,紅鼻子豬腳 (高雄十全店),4.8/5,滿$250折$40,指定店家全館消費滿$250折$40,三寶湯,$ 55,NA,1
wbhz/hong-bi-zi-zhu-jiao-gao-xiong-shi-quan-dian,紅鼻子豬腳 (高雄十全店),4.8/5,滿$250折$40,指定店家全館消費滿$250折$40,當令青菜,$ 55,NA,0
x2ay/jin-gong-fu-dao-qie-mian-feng-wei-fan-zuo-ying-fu-guo-dian,金工夫刀切麵風味飯 (左營富國店),4.6/5,NA,NA,山東打魯麵,from $ 95,NA,1
x2ay/jin-gong-fu-dao-qie-mian-feng-wei-fan-zuo-ying-fu-guo-dian,金工夫刀切麵風味飯 (左營富國店),4.6/5,NA,NA,高麗菜水餃,$ 60,NA,1
x2ay/jin-gong-fu-dao-qie-mian-feng-wei-fan-zuo-ying-fu-guo-dian,金工夫刀切麵風味飯 (左營富國店),4.6/5,NA,NA,老北京炸醬拌麵,from $ 70,NA,1
x2ay/jin-gong-fu-dao-qie-mian-feng-wei-fan-zuo-ying-fu-guo-dian,金工夫刀切麵風味飯 (左營富國店),4.6/5,NA,NA,麻婆豆腐燴飯,$ 80,NA,1
x2ay/jin-gong-fu-dao-qie-mian-feng-wei-fan-zuo-ying-fu-guo-dian,金工夫刀切麵風味飯 (左營富國店),4.6/5,NA,NA,鮮肉紅油抄手,$ 80,NA,1
x2ay/jin-gong-fu-dao-qie-mian-feng-wei-fan-zuo-ying-fu-guo-dian,金工夫刀切麵風味飯 (左營富國店),4.6/5,NA,NA,現燙青菜,$ 50,NA,1
y0wj/xin-zhuang-ke-jia-cai,新莊客家菜,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蔥爆牛肉套餐,$ 200,NA,0
y0wj/xin-zhuang-ke-jia-cai,新莊客家菜,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),醬爆肉片套餐,$ 180,NA,0
y0wj/xin-zhuang-ke-jia-cai,新莊客家菜,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蔥爆牛肉,$ 180,NA,0
y0wj/xin-zhuang-ke-jia-cai,新莊客家菜,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蒜苗炒肉,$ 180,NA,0
y0wj/xin-zhuang-ke-jia-cai,新莊客家菜,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),豬肉產地 台灣,$ 180,NA,0
y0wj/xin-zhuang-ke-jia-cai,新莊客家菜,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),客家小炒,$ 180,NA,0
w1fk/yeszao-wu-can-gao-xiong-gu-shan-dian,Yes早午餐 (高雄鼓山店),4.8/5,NA,NA,鮪魚蛋餅,from $ 55,NA,1
w1fk/yeszao-wu-can-gao-xiong-gu-shan-dian,Yes早午餐 (高雄鼓山店),4.8/5,NA,NA,薯餅蛋餅,from $ 38,NA,1
w1fk/yeszao-wu-can-gao-xiong-gu-shan-dian,Yes早午餐 (高雄鼓山店),4.8/5,NA,NA,薯條【細】,$ 45,NA,1
w1fk/yeszao-wu-can-gao-xiong-gu-shan-dian,Yes早午餐 (高雄鼓山店),4.8/5,NA,NA,麥克雞塊,$ 45,NA,0
w1fk/yeszao-wu-can-gao-xiong-gu-shan-dian,Yes早午餐 (高雄鼓山店),4.8/5,NA,NA,火腿玉米濃湯,$ 40,NA,1
w1fk/yeszao-wu-can-gao-xiong-gu-shan-dian,Yes早午餐 (高雄鼓山店),4.8/5,NA,NA,鮮奶紅茶,from $ 40,NA,1
e0vw/chi-kan-nen-gu-fan,赤崁嫩骨飯,4.7/5,NA,NA,滷排飯,$ 60,NA,1
e0vw/chi-kan-nen-gu-fan,赤崁嫩骨飯,4.7/5,NA,NA,嫩骨飯,$ 65,NA,1
e0vw/chi-kan-nen-gu-fan,赤崁嫩骨飯,4.7/5,NA,NA,雙拼飯,$ 70,NA,1
e0vw/chi-kan-nen-gu-fan,赤崁嫩骨飯,4.7/5,NA,NA,嫩骨便當,$ 90,NA,0
e0vw/chi-kan-nen-gu-fan,赤崁嫩骨飯,4.7/5,NA,NA,雙拼便當,$ 95,NA,1
e0vw/chi-kan-nen-gu-fan,赤崁嫩骨飯,4.7/5,NA,NA,香菇雞湯,$ 50,NA,1
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,鼎屹鴨肉飯 (鼓山華榮店),4.7/5,NA,NA,鴨肉飯,$ 50,NA,1
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,鼎屹鴨肉飯 (鼓山華榮店),4.7/5,NA,NA,肉燥飯,$ 40,NA,1
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,鼎屹鴨肉飯 (鼓山華榮店),4.7/5,NA,NA,鴨肉麵,$ 60,NA,1
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,鼎屹鴨肉飯 (鼓山華榮店),4.7/5,NA,NA,下水湯,$ 40,NA,0
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,鼎屹鴨肉飯 (鼓山華榮店),4.7/5,NA,NA,當歸鴨米血湯,$ 35,NA,0
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,鼎屹鴨肉飯 (鼓山華榮店),4.7/5,NA,NA,鴨米血,from $ 30,NA,1
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,龍涎居雞膳食坊 (高雄富國店),4.7/5,滿$350打95折,指定店家全館消費滿$350打95折,蛤蠣雞超嫩腿,$ 181$ 190,$ 190,0
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,龍涎居雞膳食坊 (高雄富國店),4.7/5,滿$350打95折,指定店家全館消費滿$350打95折,四物嫩腿經濟套餐,$ 247$ 260,$ 260,1
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,龍涎居雞膳食坊 (高雄富國店),4.7/5,滿$350打95折,指定店家全館消費滿$350打95折,帝王嫩腿經濟套餐,$ 247$ 260,$ 260,1
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,龍涎居雞膳食坊 (高雄富國店),4.7/5,滿$350打95折,指定店家全館消費滿$350打95折,鳳梨苦瓜嫩腿經濟套餐,$ 247$ 260,$ 260,0
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,龍涎居雞膳食坊 (高雄富國店),4.7/5,滿$350打95折,指定店家全館消費滿$350打95折,蛤蠣嫩腿經濟套餐,$ 247$ 260,$ 260,0
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,龍涎居雞膳食坊 (高雄富國店),4.7/5,滿$350打95折,指定店家全館消費滿$350打95折,剝皮辣椒嫩腿經濟套餐,$ 247$ 260,$ 260,0
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,大姐頭麵館 (左營富民店),4.7/5,NA,NA,麻醬麵,$ 50,NA,1
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,大姐頭麵館 (左營富民店),4.7/5,NA,NA,蒜頭麵,$ 50,NA,0
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,大姐頭麵館 (左營富民店),4.7/5,NA,NA,牛肉麵,$ 90,NA,1
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,大姐頭麵館 (左營富民店),4.7/5,NA,NA,魚皮湯,$ 40,NA,1
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,大姐頭麵館 (左營富民店),4.7/5,NA,NA,蒜泥白肉,$ 60,NA,1
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,大姐頭麵館 (左營富民店),4.7/5,NA,NA,滷味拼盤,$ 50,NA,1
r4zy/long-quan-shu-shi-guan,龍泉蔬食館,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),炸黑輪條,$ 50,NA,0
r4zy/long-quan-shu-shi-guan,龍泉蔬食館,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),素菜便當【含素燥】,from $ 80,NA,0
r4zy/long-quan-shu-shi-guan,龍泉蔬食館,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),素G排便當,from $ 90,NA,0
r4zy/long-quan-shu-shi-guan,龍泉蔬食館,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),素羊肉蛋炒飯,from $ 100,NA,1
r4zy/long-quan-shu-shi-guan,龍泉蔬食館,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蕃茄蛋炒飯,from $ 75,NA,0
r4zy/long-quan-shu-shi-guan,龍泉蔬食館,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),什錦炒麵,from $ 75,NA,0
k9ta/nan-feng-lu-rou-fan-zuo-ying-yu-cheng-dian,南豐魯肉飯 (左營裕誠店),4.7/5,滿$250折$30,指定店家全館滿$250現折$30,魯肉飯【單點】,$ 70,NA,1
k9ta/nan-feng-lu-rou-fan-zuo-ying-yu-cheng-dian,南豐魯肉飯 (左營裕誠店),4.7/5,滿$250折$30,指定店家全館滿$250現折$30,雞肉飯【單點】,$ 60,NA,0
k9ta/nan-feng-lu-rou-fan-zuo-ying-yu-cheng-dian,南豐魯肉飯 (左營裕誠店),4.7/5,滿$250折$30,指定店家全館滿$250現折$30,魯肉飯【便當】,$ 85,NA,1
k9ta/nan-feng-lu-rou-fan-zuo-ying-yu-cheng-dian,南豐魯肉飯 (左營裕誠店),4.7/5,滿$250折$30,指定店家全館滿$250現折$30,獅子頭飯【便當】,$ 85,NA,1
k9ta/nan-feng-lu-rou-fan-zuo-ying-yu-cheng-dian,南豐魯肉飯 (左營裕誠店),4.7/5,滿$250折$30,指定店家全館滿$250現折$30,雞肉飯【便當】,$ 80,NA,1
k9ta/nan-feng-lu-rou-fan-zuo-ying-yu-cheng-dian,南豐魯肉飯 (左營裕誠店),4.7/5,滿$250折$30,指定店家全館滿$250現折$30,竹筍湯,$ 40,NA,1
z4ck/zao-an-gong-ji-nong-chang-chen-shi-gao-xiong-chong-de-dian,早安公雞農場晨食 (高雄崇德店),4.8/5,NA,NA,台味小米糰,$ 50,NA,0
z4ck/zao-an-gong-ji-nong-chang-chen-shi-gao-xiong-chong-de-dian,早安公雞農場晨食 (高雄崇德店),4.8/5,NA,NA,阿高香腸小米糰（高粱風味香腸）,$ 65,NA,0
z4ck/zao-an-gong-ji-nong-chang-chen-shi-gao-xiong-chong-de-dian,早安公雞農場晨食 (高雄崇德店),4.8/5,NA,NA,肉品產地：美國,from $ 75,NA,1
z4ck/zao-an-gong-ji-nong-chang-chen-shi-gao-xiong-chong-de-dian,早安公雞農場晨食 (高雄崇德店),4.8/5,NA,NA,肉品產地：台灣,from $ 35,NA,1
z4ck/zao-an-gong-ji-nong-chang-chen-shi-gao-xiong-chong-de-dian,早安公雞農場晨食 (高雄崇德店),4.8/5,NA,NA,奶油小鬆鬆8顆,$ 65,NA,0
z4ck/zao-an-gong-ji-nong-chang-chen-shi-gao-xiong-chong-de-dian,早安公雞農場晨食 (高雄崇德店),4.8/5,NA,NA,Coffee with Milk,$ 55,NA,0
q5zp/da-shou-qian-tie-ban-shao-gao-xiong-ding-shan-dian,大手前鐵板燒 (高雄鼎山店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),2至3人安心家庭餐,from $ 580,NA,0
q5zp/da-shou-qian-tie-ban-shao-gao-xiong-ding-shan-dian,大手前鐵板燒 (高雄鼎山店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),特製醬燒豬肉片套餐,from $ 190,NA,1
q5zp/da-shou-qian-tie-ban-shao-gao-xiong-ding-shan-dian,大手前鐵板燒 (高雄鼎山店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),黑胡椒牛肉片套餐,from $ 190,NA,1
q5zp/da-shou-qian-tie-ban-shao-gao-xiong-ding-shan-dian,大手前鐵板燒 (高雄鼎山店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),塔香羊肉片套餐,from $ 200,NA,0
q5zp/da-shou-qian-tie-ban-shao-gao-xiong-ding-shan-dian,大手前鐵板燒 (高雄鼎山店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),黃金脆皮雞排套餐,from $ 250,NA,1
q5zp/da-shou-qian-tie-ban-shao-gao-xiong-ding-shan-dian,大手前鐵板燒 (高雄鼎山店),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),沙朗牛排套餐,from $ 290,NA,1
y0yy/mian-mian-zhou-dao-gao-xiong-fu-min-dian,麵麵粥道 (高雄左營店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鹹蛋瘦肉粥,from $ 80,NA,1
y0yy/mian-mian-zhou-dao-gao-xiong-fu-min-dian,麵麵粥道 (高雄左營店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),皮蛋瘦肉粥,from $ 80,NA,1
y0yy/mian-mian-zhou-dao-gao-xiong-fu-min-dian,麵麵粥道 (高雄左營店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),翡翠銀魚粥,from $ 100,NA,1
y0yy/mian-mian-zhou-dao-gao-xiong-fu-min-dian,麵麵粥道 (高雄左營店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),滑蛋牛肉蕈菇粥,from $ 120,NA,1
y0yy/mian-mian-zhou-dao-gao-xiong-fu-min-dian,麵麵粥道 (高雄左營店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),豚肉意麵,from $ 80,NA,0
y0yy/mian-mian-zhou-dao-gao-xiong-fu-min-dian,麵麵粥道 (高雄左營店),4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蒜香豬肉拌拌麵,from $ 100,NA,1
d0zh/shu-fu-zhang-gui,蜀府掌櫃,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),宮保雞丁,from $ 180,NA,1
d0zh/shu-fu-zhang-gui,蜀府掌櫃,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),魚香肉絲,from $ 170,NA,1
d0zh/shu-fu-zhang-gui,蜀府掌櫃,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蔥爆肉絲,from $ 170,NA,1
d0zh/shu-fu-zhang-gui,蜀府掌櫃,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),五更腸旺,from $ 180,NA,1
d0zh/shu-fu-zhang-gui,蜀府掌櫃,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),水煮魚,from $ 360,NA,1
d0zh/shu-fu-zhang-gui,蜀府掌櫃,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),乾扁四季豆,from $ 190,NA,1
w346/mai-wei-deng-san-min-he-di-dian,麥味登 (三民河堤店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,Crispy Chicken Drumstick Burger,from $ 71$ 75,$ 75,0
w346/mai-wei-deng-san-min-he-di-dian,麥味登 (三民河堤店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,Beef and Peanut Muffin Burger with Cheese,from $ 76$ 80,$ 80,0
w346/mai-wei-deng-san-min-he-di-dian,麥味登 (三民河堤店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,Thick Beef Burger with Cheese,from $ 76$ 80,$ 80,0
w346/mai-wei-deng-san-min-he-di-dian,麥味登 (三民河堤店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,咖哩唐揚雞蛋包飯,$ 147$ 155,$ 155,0
w346/mai-wei-deng-san-min-he-di-dian,麥味登 (三民河堤店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,Egg Pancake Roll,from $ 48$ 50,$ 50,0
w346/mai-wei-deng-san-min-he-di-dian,麥味登 (三民河堤店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,Hash Brown with Egg,$ 48$ 50,$ 50,0
l0cv/xi-yang-yang-guo-shao-mian,喜洋洋鍋燒麵,4.6/5,滿$100打95折,指定店家全館消費滿$100打95折,松阪豬炒飯,from $ 128$ 135,$ 135,0
l0cv/xi-yang-yang-guo-shao-mian,喜洋洋鍋燒麵,4.6/5,滿$100打95折,指定店家全館消費滿$100打95折,雞排蛋炒飯,from $ 95$ 100,$ 100,1
l0cv/xi-yang-yang-guo-shao-mian,喜洋洋鍋燒麵,4.6/5,滿$100打95折,指定店家全館消費滿$100打95折,肉絲蛋炒飯,from $ 86$ 90,$ 90,1
l0cv/xi-yang-yang-guo-shao-mian,喜洋洋鍋燒麵,4.6/5,滿$100打95折,指定店家全館消費滿$100打95折,鍋燒意麵,from $ 109$ 115,$ 115,1
l0cv/xi-yang-yang-guo-shao-mian,喜洋洋鍋燒麵,4.6/5,滿$100打95折,指定店家全館消費滿$100打95折,鍋燒烏龍麵,from $ 109$ 115,$ 115,1
l0cv/xi-yang-yang-guo-shao-mian,喜洋洋鍋燒麵,4.6/5,滿$100打95折,指定店家全館消費滿$100打95折,鍋燒雞絲,from $ 109$ 115,$ 115,1
c8wm/age-chao-fan-gao-xiong-yu-cheng-dian,A哥炒飯 (高雄裕誠店),4.7/5,NA,NA,鮪魚玉米炒飯,from $ 84,NA,0
c8wm/age-chao-fan-gao-xiong-yu-cheng-dian,A哥炒飯 (高雄裕誠店),4.7/5,NA,NA,蝦仁炒飯,from $ 96,NA,0
c8wm/age-chao-fan-gao-xiong-yu-cheng-dian,A哥炒飯 (高雄裕誠店),4.7/5,NA,NA,牛肉炒飯,from $ 108,NA,1
c8wm/age-chao-fan-gao-xiong-yu-cheng-dian,A哥炒飯 (高雄裕誠店),4.7/5,NA,NA,鮭魚炒飯,from $ 108,NA,1
c8wm/age-chao-fan-gao-xiong-yu-cheng-dian,A哥炒飯 (高雄裕誠店),4.7/5,NA,NA,夏威夷炒飯,from $ 84,NA,1
c8wm/age-chao-fan-gao-xiong-yu-cheng-dian,A哥炒飯 (高雄裕誠店),4.7/5,NA,NA,海鮮炒泡麵,from $ 84,NA,1
a7br/kai-xin-chu-fang-zao-wu-can,開心廚房早午餐,4.7/5,滿$100打85折,指定店家全館消費滿$100打85折,沙茶鍋燒,from $ 77$ 90,$ 90,0
a7br/kai-xin-chu-fang-zao-wu-can,開心廚房早午餐,4.7/5,滿$100打85折,指定店家全館消費滿$100打85折,卡啦雞腿堡,from $ 55$ 65,$ 65,1
